taxonomy_id	name	rank	lineage	SRR13439799_k2_pluspf.kraken2.kraken2.report	SRR13439802_k2_pluspf.kraken2.kraken2.report	SRR13439802_ntc1DNA_k2_pluspf.kraken2.kraken2.report	SRR13439802_ntc1RNA_k2_pluspf.kraken2.kraken2.report	SRR13439802_ntc2DNA_k2_pluspf.kraken2.kraken2.report	SRR13439790_k2_pluspf.kraken2.kraken2.report	SRR13439813_k2_pluspf.kraken2.kraken2.report
2742598	Limosilactobacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	0	0	0	0	0	2	0
1598	Limosilactobacillus reuteri	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus reuteri	0	1	1	1	1	0	9
1633	Limosilactobacillus vaginalis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus vaginalis	0	1	1	1	1	0	0
2767842	Lactiplantibacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	0	0	0	0	0	0	0
1590	Lactiplantibacillus plantarum	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;Lactiplantibacillus plantarum	0	2	2	2	2	1	0
2767874	Acetilactobacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Acetilactobacillus	0	0	0	0	0	0	0
1720083	Acetilactobacillus jinshanensis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Acetilactobacillus;Acetilactobacillus jinshanensis	0	1	1	1	1	0	0
186828	Carnobacteriaceae	family	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae	0	0	0	0	0	0	0
2747	Carnobacterium	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium	0	1	1	1	1	0	0
29393	Dolosigranulum	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum	0	0	0	0	0	0	0
29394	Dolosigranulum pigrum	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;Dolosigranulum pigrum	0	1	1	1	1	0	0
117563	Granulicatella	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	0	0	0	0	0	3	0
46124	Granulicatella adiacens	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;Granulicatella adiacens	0	1	1	1	1	20	4
90964	Staphylococcaceae	family	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae	0	2	2	2	2	0	1
1279	Staphylococcus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	0	27	27	27	27	7	13
1280	Staphylococcus aureus	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	0	15	15	15	15	3	7
1290	Staphylococcus hominis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus hominis	0	7	7	7	7	0	0
2815305	Staphylococcus intermedius group	species group	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus intermedius group	0	0	0	0	0	0	0
283734	Staphylococcus pseudintermedius	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus intermedius group;Staphylococcus pseudintermedius	0	4	4	4	4	1	0
1282	Staphylococcus epidermidis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis	0	1	1	1	1	5	20
1283	Staphylococcus haemolyticus	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus	0	1	1	1	1	0	8
91994	unclassified Staphylococcus	no rank	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus	0	0	0	0	0	0	0
3020908	Staphylococcus sp. NRL 22/194	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus sp. NRL 22/194	0	1	1	1	1	0	0
1286	Staphylococcus simulans	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus simulans	0	1	1	1	1	0	3
1292	Staphylococcus warneri	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus warneri	0	1	1	1	1	0	2
1386	Bacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	0	1	1	1	1	0	27
86661	Bacillus cereus group	species group	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group	0	0	0	0	0	0	5
1396	Bacillus cereus	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus cereus	0	4	4	4	4	2	2
1428	Bacillus thuringiensis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus thuringiensis	0	0	0	0	0	0	0
180854	Bacillus thuringiensis serovar huazhongensis	no rank	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus thuringiensis	0	0	0	0	0	0	0
527030	Bacillus thuringiensis serovar huazhongensis BGSC 4BD1	strain	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus thuringiensis;Bacillus thuringiensis serovar huazhongensis BGSC 4BD1	0	1	1	1	1	0	0
2026186	Bacillus paranthracis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus paranthracis	0	1	1	1	1	0	0
653685	Bacillus subtilis group	species group	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group	0	0	0	0	0	0	0
1938374	Bacillus amyloliquefaciens group	species subgroup	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus amyloliquefaciens group	0	0	0	0	0	0	3
492670	Bacillus velezensis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus amyloliquefaciens group;Bacillus velezensis	0	2	2	2	2	2	0
1423	Bacillus subtilis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus subtilis	0	0	0	0	0	0	1
135461	Bacillus subtilis subsp. subtilis	subspecies	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus subtilis;Bacillus subtilis subsp. subtilis	0	0	0	0	0	1	0
224308	Bacillus subtilis subsp. subtilis str. 168	strain	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus subtilis;Bacillus subtilis subsp. subtilis;Bacillus subtilis subsp. subtilis str. 168	0	1	1	1	1	2	0
2675230	Cytobacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Cytobacillus	0	0	0	0	0	0	0
859144	Cytobacillus gottheilii	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus gottheilii	0	2	2	2	2	0	0
2675229	Peribacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Peribacillus	0	0	0	0	0	0	0
450367	Peribacillus frigoritolerans	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Peribacillus;Peribacillus frigoritolerans	0	1	1	1	1	0	10
182709	Oceanobacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Oceanobacillus	0	0	0	0	0	0	0
1462527	Oceanobacillus jeddahense	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;Oceanobacillus jeddahense	0	1	1	1	1	0	0
2800373	Priestia	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia	0	0	0	0	0	0	2
1404	Priestia megaterium	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia;Priestia megaterium	0	1	1	1	1	0	2
400634	Lysinibacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus	0	0	0	0	0	0	3
2636778	unclassified Lysinibacillus	no rank	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus	0	0	0	0	0	0	0
2896845	Lysinibacillus sp. GJ-1	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Bacillaceae;Lysinibacillus;Lysinibacillus sp. GJ-1	0	1	1	1	1	0	0
186822	Paenibacillaceae	family	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Paenibacillaceae	0	0	0	0	0	0	0
44249	Paenibacillus	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	0	5	5	5	5	0	4
162209	Paenibacillus naphthalenovorans	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus naphthalenovorans	0	2	2	2	2	0	0
414778	Planococcus donghaensis	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Planococcaceae;Planococcus;Planococcus donghaensis	0	1	1	1	1	0	1
1649	Kurthia	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Planococcaceae;Kurthia	0	0	0	0	0	0	0
1650	Kurthia zopfii	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Planococcaceae;Kurthia;Kurthia zopfii	0	1	1	1	1	0	1
539738	Gemellaceae	family	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Gemellaceae	0	0	0	0	0	0	0
1378	Gemella	genus	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Gemellaceae;Gemella	0	0	0	0	0	0	0
1379	Gemella haemolysans	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Gemellaceae;Gemella;Gemella haemolysans	0	1	1	1	1	0	4
2624949	unclassified Gemella	no rank	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Gemellaceae;Gemella	0	0	0	0	0	0	0
2840371	Gemella sp. zg-570	species	Bacteria;Terrabacteria group;Bacillota;Bacilli;Bacillales;Gemellaceae;Gemella;Gemella sp. zg-570	0	1	1	1	1	0	0
186802	Eubacteriales	order	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales	0	0	0	0	0	3	23
31979	Clostridiaceae	family	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae	0	0	0	0	0	0	0
1485	Clostridium	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium	0	0	0	0	0	0	6
1491	Clostridium botulinum	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium botulinum	0	35	35	35	35	2	184
2614128	unclassified Clostridium	no rank	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium	0	0	0	0	0	0	0
3070681	Clostridium sp. OS1-26	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium sp. OS1-26	0	1	1	1	1	0	0
46867	Clostridium chauvoei	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium chauvoei	0	1	1	1	1	0	0
1266	Sarcina	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Sarcina	0	0	0	0	0	0	0
2619470	unclassified Sarcina	no rank	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Sarcina	0	0	0	0	0	0	0
2726954	Sarcina sp. JB2	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Sarcina;Sarcina sp. JB2	0	1	1	1	1	0	0
1434026	Oceanirhabdus	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Oceanirhabdus	0	0	0	0	0	0	0
2675010	unclassified Oceanirhabdus	no rank	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Oceanirhabdus	0	0	0	0	0	0	0
2999116	Oceanirhabdus sp. W0125-5	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Oceanirhabdus;Oceanirhabdus sp. W0125-5	0	1	1	1	1	0	0
216572	Oscillospiraceae	family	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae	0	3	3	3	3	3	1
216851	Faecalibacterium	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium	0	19	19	19	19	0	0
2039302	Monoglobus	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Monoglobales;Monoglobaceae;Monoglobus	0	0	0	0	0	0	0
1981510	Monoglobus pectinilyticus	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;Monoglobus pectinilyticus	0	1	1	1	1	0	0
186803	Lachnospiraceae	family	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae	0	0	0	0	0	2	0
1766253	Agathobacter	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter	0	0	0	0	0	0	0
39491	Agathobacter rectalis	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter rectalis	0	4	4	4	4	0	0
830	Butyrivibrio	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio	0	0	0	0	0	1	0
185008	Butyrivibrio hungatei	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio;Butyrivibrio hungatei	0	1	1	1	1	0	0
2719313	Enterocloster	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster	0	0	0	0	0	0	0
208479	Enterocloster bolteae	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	0	1	1	1	1	0	0
207244	Anaerostipes	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes	0	0	0	0	0	0	0
649756	Anaerostipes hadrus	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus	0	1	1	1	1	0	0
572511	Blautia	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia	0	0	0	0	0	0	0
1322	Blautia hansenii	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia hansenii	0	0	0	0	0	0	0
537007	Blautia hansenii DSM 20583	strain	Bacteria;Terrabacteria group;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia hansenii;Blautia hansenii DSM 20583	0	1	1	1	1	0	0
538999	Eubacteriales incertae sedis	no rank	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales	0	0	0	0	0	0	0
1686313	Fenollaria	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Fenollaria	0	2	2	2	2	0	0
938288	Fenollaria massiliensis	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Fenollaria;Fenollaria massiliensis	0	1	1	1	1	0	0
539000	Clostridiales Family XVII. Incertae Sedis	family	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis	0	0	0	0	0	0	0
73918	Thermaerobacter	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter	0	0	0	0	0	0	0
73919	Thermaerobacter marianensis	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter marianensis	0	0	0	0	0	0	0
644966	Thermaerobacter marianensis DSM 12885	strain	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;Thermaerobacter marianensis;Thermaerobacter marianensis DSM 12885	0	2	2	2	2	0	1
2717089	Massilistercora	genus	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Massilistercora	0	0	0	0	0	0	0
2086584	Massilistercora timonensis	species	Bacteria;Terrabacteria group;Bacillota;Clostridia;Eubacteriales;Massilistercora;Massilistercora timonensis	0	1	1	1	1	0	1
909932	Negativicutes	class	Bacteria;Terrabacteria group;Bacillota;Negativicutes	0	0	0	0	0	0	0
1843489	Veillonellales	order	Bacteria;Terrabacteria group;Bacillota;Negativicutes;Veillonellales	0	0	0	0	0	0	0
31977	Veillonellaceae	family	Bacteria;Terrabacteria group;Bacillota;Negativicutes;Veillonellales;Veillonellaceae	0	0	0	0	0	1	0
29465	Veillonella	genus	Bacteria;Terrabacteria group;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	0	11	11	11	11	191	2
29466	Veillonella parvula	species	Bacteria;Terrabacteria group;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella parvula	0	2	2	2	2	18	2
423477	Veillonella rogosae	species	Bacteria;Terrabacteria group;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella rogosae	0	2	2	2	2	22	18
1301283	Oscillatoriophycideae	subclass	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae	0	0	0	0	0	0	0
1150	Oscillatoriales	order	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales	0	2	2	2	2	0	1
1892254	Oscillatoriaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae	0	0	0	0	0	0	0
1158	Oscillatoria	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Oscillatoria	0	0	0	0	0	0	0
482564	Oscillatoria nigro-viridis	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Oscillatoria;Oscillatoria nigro-viridis	0	0	0	0	0	0	0
179408	Oscillatoria nigro-viridis PCC 7112	strain	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae;Oscillatoria;Oscillatoria nigro-viridis;Oscillatoria nigro-viridis PCC 7112	0	19	19	19	19	0	0
1892252	Microcoleaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae	0	0	0	0	0	0	0
35823	Arthrospira	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Arthrospira	0	0	0	0	0	0	0
118562	Arthrospira platensis	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Arthrospira;Arthrospira platensis	0	2	2	2	2	0	0
2934961	Sirenicapillariaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Sirenicapillariaceae	0	0	0	0	0	0	0
2596745	Limnospira	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Sirenicapillariaceae;Limnospira	0	0	0	0	0	0	0
147322	Limnospira indica	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Sirenicapillariaceae;Limnospira;Limnospira indica	0	0	0	0	0	0	0
2760438	Limnospira indica BM01	strain	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Sirenicapillariaceae;Limnospira;Limnospira indica;Limnospira indica BM01	0	1	1	1	1	0	0
1118	Chroococcales	order	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales	0	0	0	0	0	1	0
1890464	Chroococcaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Chroococcaceae	0	0	0	0	0	0	0
669357	Geminocystis	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Geminocystaceae;Geminocystis	0	5	5	5	5	0	0
268175	Chondrocystis	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Chroococcaceae;Chondrocystis	0	0	0	0	0	0	0
2648896	unclassified Chondrocystis	no rank	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Chroococcaceae;Chondrocystis	0	0	0	0	0	0	0
2005460	Chondrocystis sp. NIES-4102	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Chroococcaceae;Chondrocystis;Chondrocystis sp. NIES-4102	0	1	1	1	1	0	0
1890450	Aphanothecaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Aphanothecaceae	0	0	0	0	0	0	0
92682	Halothece cluster	no rank	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Halothecacae	0	0	0	0	0	0	0
65097	Euhalothece	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Halothecacae;Euhalothece	0	0	0	0	0	0	0
577489	Euhalothece natronophila	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Halothecacae;Euhalothece;Euhalothece natronophila	0	0	0	0	0	0	0
522448	Euhalothece natronophila Z-M001	strain	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Halothecacae;Euhalothece;Euhalothece natronophila;Euhalothece natronophila Z-M001	0	2	2	2	2	0	0
1890424	Synechococcales	order	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales	0	0	0	0	0	0	0
1890426	Synechococcaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae	0	0	0	0	0	0	0
1129	Synechococcus	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus	0	0	0	0	0	0	0
2626047	unclassified Synechococcus	no rank	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus	0	0	0	0	0	0	2
1173263	Synechococcus sp. PCC 7502	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus sp. PCC 7502	0	7	7	7	7	0	0
2593658	unclassified Nostoc	no rank	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Nostoc	0	0	0	0	0	0	0
1869241	Nostoc sp. CENA543	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Nostoc;Nostoc sp. CENA543	0	1	1	1	1	0	0
2572090	Nostoc sp. TCL240-02	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Nostoc;Nostoc sp. TCL240-02	0	1	1	1	1	0	1
2881377	Pseudanabaenales	order	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pseudanabaenales	0	0	0	0	0	0	1
1890436	Pseudanabaenaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae	0	0	0	0	0	0	0
1152	Pseudanabaena	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena	0	0	0	0	0	0	0
71190	Pseudanabaena mucicola	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena mucicola	0	0	0	0	0	0	0
2942274	Pseudanabaena mucicola str. Chao 1806	strain	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pseudanabaenales;Pseudanabaenaceae;Pseudanabaena;Pseudanabaena mucicola;Pseudanabaena mucicola str. Chao 1806	0	1	1	1	1	0	0
2881378	Thermosynechococcaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Thermosynechococcaceae	0	0	0	0	0	0	0
146785	Thermosynechococcus	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Thermosynechococcaceae;Thermosynechococcus	0	0	0	0	0	0	0
2622553	unclassified Thermosynechococcus	no rank	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Thermosynechococcaceae;Thermosynechococcus	0	0	0	0	0	0	0
1394889	Thermosynechococcus sp. NK55a	species	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Thermosynechococcaceae;Thermosynechococcus;Thermosynechococcus sp. NK55a	0	1	1	1	1	0	0
52604	Pleurocapsales	order	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales	0	0	0	0	0	0	0
1890498	Dermocarpellaceae	family	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Dermocarpellaceae	0	0	0	0	0	0	0
102115	Stanieria	genus	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Dermocarpellaceae;Stanieria	0	0	0	0	0	0	1
2642663	unclassified Stanieria	no rank	Bacteria;Terrabacteria group;Cyanobacteriota;Cyanophyceae;Pleurocapsales;Dermocarpellaceae;Stanieria	0	0	0	0	0	0	0
