SRR13439802.3	0	0
SRR13439802.3	0	0
SRR13439802.6	1280	9.36e-09
SRR13439802.6	1280	9.36e-09
SRR13439802.43	9606	1.32e-13
SRR13439802.43	131567	1.08e-10
SRR13439802.44	0	0
SRR13439802.44	0	0
SRR13439802.47	0	0
SRR13439802.47	0	0
SRR13439802.64	0	0
SRR13439802.64	0	0
SRR13439802.73	0	0
SRR13439802.73	0	0
SRR13439802.94	0	0
SRR13439802.94	0	0
SRR13439802.98	0	0
SRR13439802.98	0	0
SRR13439802.115	0	0
SRR13439802.115	0	0
SRR13439802.117	0	0
SRR13439802.117	0	0
SRR13439802.225	0	0
SRR13439802.225	0	0
SRR13439802.233	0	0
SRR13439802.233	0	0
SRR13439802.268	0	0
SRR13439802.268	0	0
SRR13439802.284	0	0
SRR13439802.284	0	0
SRR13439802.160	0	0
SRR13439802.160	0	0
SRR13439802.183	0	0
SRR13439802.183	0	0
SRR13439802.211	0	0
SRR13439802.211	0	0
SRR13439802.215	0	0
SRR13439802.215	0	0
SRR13439802.222	0	0
SRR13439802.222	0	0
SRR13439802.1104	0	0
SRR13439802.1104	0	0
SRR13439802.1112	0	0
SRR13439802.1112	0	0
SRR13439802.1139	0	0
SRR13439802.1139	0	0
SRR13439802.1143	0	0
SRR13439802.1143	0	0
SRR13439802.1153	0	0
SRR13439802.1153	0	0
SRR13439802.1155	0	0
SRR13439802.1155	0	0
SRR13439802.1184	0	0
SRR13439802.1184	0	0
SRR13439802.991	0	0
SRR13439802.991	0	0
SRR13439802.1014	0	0
SRR13439802.1014	0	0
SRR13439802.1016	0	0
SRR13439802.1016	0	0
SRR13439802.1022	0	0
SRR13439802.1022	0	0
SRR13439802.604	0	0
SRR13439802.604	0	0
SRR13439802.605	0	0
SRR13439802.605	0	0
SRR13439802.608	0	0
SRR13439802.608	0	0
SRR13439802.648	0	0
SRR13439802.648	0	0
SRR13439802.654	0	0
SRR13439802.654	0	0
SRR13439802.660	0	0
SRR13439802.660	0	0
SRR13439802.524	0	0
SRR13439802.524	0	0
SRR13439802.551	0	0
SRR13439802.551	0	0
SRR13439802.575	0	0
