taxonomy_id	name	rank	lineage	SRR13439799_p_compressed+h+v.centrifuge	SRR13439802_p_compressed+h+v.centrifuge	SRR13439790_p_compressed+h+v.centrifuge	SRR13439813_p_compressed+h+v.centrifuge
416	Methylomonas	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas	0	0	0	0
1538553	Methylomonas denitrificans	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas denitrificans	0	0	0	10
1727196	Methylomonas sp. DH-1	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas sp. DH-1	0	0	0	5
421	Methylomonas methanica	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas methanica	0	0	0	3
413	Methylococcus	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus	0	0	0	0
414	Methylococcus capsulatus	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus;Methylococcus capsulatus	0	0	0	8
34064	Francisellaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae	0	0	0	0
262	Francisella	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella	0	0	0	3
28110	Francisella philomiragia	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;Francisella philomiragia	0	0	0	4
263	Francisella tularensis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;Francisella tularensis	0	0	0	1
135617	Thiotrichaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae	0	0	0	0
40751	Thioploca	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thioploca	0	0	0	0
40754	Thioploca ingrica	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thioploca;Thioploca ingrica	0	0	0	4
1021	Beggiatoa	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa	0	0	0	0
319938	Beggiatoa leptomitoformis	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa;Beggiatoa leptomitoformis	0	0	0	3
40222	Methylophaga	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga	0	0	0	0
754477	Methylophaga frappieri	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Methylophaga;Methylophaga frappieri	0	0	0	2
92244	Thiomicrospira	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Thiomicrospira	0	0	0	0
147268	Thiomicrospira cyclica	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Thiomicrospira;Thiomicrospira cyclica	0	0	0	1
1775403	Nevskiales	order	Bacteria;Pseudomonadota;Gammaproteobacteria;Nevskiales	0	0	0	0
568386	Nevskiaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae	0	0	0	0
469322	Steroidobacter	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter	0	0	0	0
465721	Steroidobacter denitrificans	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Steroidobacter;Steroidobacter denitrificans	0	0	0	12
135615	Cardiobacteriales	order	Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales	0	0	0	0
868	Cardiobacteriaceae	family	Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae	0	0	0	0
869	Dichelobacter	genus	Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Dichelobacter	0	0	0	0
870	Dichelobacter nodosus	species	Bacteria;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Dichelobacter;Dichelobacter nodosus	0	0	0	1
335659	Bradyrhizobium cosmicum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium cosmicum	0	0	0	1443
1223566	Bradyrhizobium sp. CCGE-LA001	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. CCGE-LA001	0	0	0	1061
376	Bradyrhizobium sp.	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp.	0	0	0	952
114615	Bradyrhizobium sp. ORS 278	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;Bradyrhizobium sp. ORS 278	0	0	0	336
1842539	Bosea sp. RAC05	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;Bosea sp. RAC05	0	0	0	137
1526658	Bosea vaviloviae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;Bosea vaviloviae	0	0	0	101
1792307	Bosea sp. PAMC 26642	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Boseaceae;Bosea;Bosea sp. PAMC 26642	0	0	0	85
913	Nitrobacter winogradskyi	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Nitrobacter;Nitrobacter winogradskyi	0	0	0	53
40136	Afipia	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Afipia	0	0	0	0
40137	Afipia carboxidovorans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Afipia;Afipia carboxidovorans	0	0	0	117
106591	Ensifer	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer	0	0	0	0
106592	Ensifer adhaerens	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ensifer;Ensifer adhaerens	0	0	0	1522
663276	Sinorhizobium fredii group	species group	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium;Sinorhizobium fredii group	0	0	0	0
380	Sinorhizobium fredii	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium;Sinorhizobium fredii group;Sinorhizobium fredii	0	0	0	73
1842534	Sinorhizobium sp. RAC02	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium;Sinorhizobium sp. RAC02	0	0	0	48
384	Rhizobium leguminosarum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium leguminosarum	0	0	0	128
396	Rhizobium phaseoli	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium phaseoli	0	0	0	41
56730	Rhizobium gallicum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium gallicum	0	0	0	32
1125847	Pseudorhizobium banfieldiae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Pseudorhizobium;Pseudorhizobium banfieldiae	0	0	0	31
398	Rhizobium tropici	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium tropici	0	0	0	21
1703969	Rhizobium sp. N324	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium sp. N324	0	0	0	15
1869170	Rhizobium sp. S41	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium sp. S41	0	0	0	7
424182	Rhizobium sp. IRBG74	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium;Rhizobium sp. IRBG74	0	0	0	6
1842536	Agrobacterium sp. RAC06	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium sp. RAC06	0	0	0	115
1176649	Agrobacterium fabrum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium tumefaciens complex;Agrobacterium fabrum	0	0	0	47
373	Agrobacterium vitis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium vitis	0	0	0	19
861208	Agrobacterium tumefaciens	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;Agrobacterium tumefaciens complex;Agrobacterium tumefaciens	0	0	0	2
34019	Liberibacter	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Liberibacter	0	0	0	0
1273132	Liberibacter crescens	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Liberibacter;Liberibacter crescens	0	0	0	3
556287	Candidatus Liberibacter solanacearum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Liberibacter;Candidatus Liberibacter solanacearum	0	0	0	2
34020	Candidatus Liberibacter africanus	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Liberibacter;Candidatus Liberibacter africanus	0	0	0	1
46913	Devosia	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia	0	0	0	1
1643450	Devosia sp. H5989	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;Devosia sp. H5989	0	0	0	171
1736675	Devosia sp. A16	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;Devosia sp. A16	0	0	0	74
81	Hyphomicrobium	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium	0	0	0	5
53399	Hyphomicrobium denitrificans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium denitrificans	0	0	0	36
717785	Hyphomicrobium sp. MC1	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium sp. MC1	0	0	0	25
1427356	Hyphomicrobium nitrativorans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium nitrativorans	0	0	0	23
59282	Blastochloris	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Blastochloridaceae;Blastochloris	0	0	0	0
1079	Blastochloris viridis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Blastochloridaceae;Blastochloris;Blastochloris viridis	0	0	0	46
1068	Rhodomicrobium	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodomicrobium	0	0	0	0
1069	Rhodomicrobium vannielii	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodomicrobium;Rhodomicrobium vannielii	0	0	0	23
1082930	Pelagibacterium	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium	0	0	0	0
531813	Pelagibacterium halotolerans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium;Pelagibacterium halotolerans	0	0	0	19
593909	Mesorhizobium opportunistum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium opportunistum	0	0	0	59
536018	Mesorhizobium australicum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium australicum	0	0	0	46
39645	Mesorhizobium ciceri	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium ciceri	0	0	0	42
31988	Aminobacter	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter	0	0	0	0
83263	Aminobacter aminovorans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter;Aminobacter aminovorans	0	0	0	117
449972	Chelativorans	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans	0	0	0	0
266779	Chelativorans sp. BNC1	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Chelativorans;Chelativorans sp. BNC1	0	0	0	20
274591	Hoeflea	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea	0	0	0	0
1620421	Hoeflea sp. IMCC20628	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Hoeflea;Hoeflea sp. IMCC20628	0	0	0	15
118882	Brucellaceae	family	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae	0	0	0	0
528	Ochrobactrum	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Ochrobactrum	0	0	0	0
529	Brucella anthropi	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella anthropi	0	0	0	286
419475	Brucella pseudogrignonensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella pseudogrignonensis	0	0	0	29
234	Brucella	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella	0	0	0	31
981386	Brucella vulpis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella vulpis	0	0	0	8
1885919	Brucella sp. 141012304	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella;Brucella sp. 141012304	0	0	0	1
279	Xanthobacter	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Xanthobacter	0	0	0	0
280	Xanthobacter autotrophicus	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Xanthobacter;Xanthobacter autotrophicus	0	0	0	112
152053	Starkeya	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Starkeya	0	0	0	0
921	Ancylobacter novellus	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Ancylobacter;Ancylobacter novellus	0	0	0	93
1486262	Martelella endophytica	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Martelella;Martelella endophytica	0	0	0	45
414371	Aureimonas	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas	0	0	0	0
1349819	Aureimonas sp. AU20	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Aureimonas;Aureimonas sp. AU20	0	0	0	46
120652	Methylocella	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella	0	0	0	0
199596	Methylocella silvestris	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocella;Methylocella silvestris	0	0	0	27
532	Beijerinckia	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Beijerinckia	0	0	0	0
533	Beijerinckia indica	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia indica	0	0	0	7
119043	Rhodobiaceae	family	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodobiaceae	0	0	0	0
256616	Parvibaculum	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum	0	0	0	0
256618	Parvibaculum lavamentivorans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum;Parvibaculum lavamentivorans	0	0	0	29
31993	Methylocystaceae	family	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae	0	0	0	0
133	Methylocystis	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis	0	0	0	0
187303	Methylocystis sp. SC2	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis;Methylocystis sp. SC2	0	0	0	25
119042	Hyphomicrobiales incertae sedis	no rank	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales	0	0	0	0
1484898	Methyloceanibacter	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloceanibacter	0	0	0	0
1384459	Methyloceanibacter caenitepidi	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloceanibacter;Methyloceanibacter caenitepidi	0	0	0	11
772	Bartonellaceae	family	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae	0	0	0	0
773	Bartonella	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella	0	0	0	0
388640	Bartonella australis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella australis	0	0	0	4
56426	Bartonella clarridgeiae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella clarridgeiae	0	0	0	2
1318743	Bartonella ancashensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella ancashensis	0	0	0	1
160791	Rhizorhabdus wittichii	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus;Rhizorhabdus wittichii	0	0	0	422
1167641	Stenotrophomonas geniculata N1	strain	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas geniculata;Stenotrophomonas geniculata N1	0	0	0	378
1515612	Sphingopyxis fribergensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis fribergensis	0	0	0	565
117207	Sphingopyxis alaskensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis alaskensis	0	0	0	233
33052	Sphingopyxis terrae	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis terrae	0	0	0	194
292913	Sphingopyxis sp. 113P3	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. 113P3	0	0	0	153
627192	Sphingobium sp. SYK-6	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. SYK-6	0	0	0	136
332056	Sphingobium indicum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium indicum	0	0	0	130
46429	Sphingobium chlorophenolicum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium chlorophenolicum	0	0	0	111
407020	Sphingobium sp. MI1205	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. MI1205	0	0	0	109
1855519	Sphingobium sp. EP60837	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium sp. EP60837	0	0	0	87
702113	Novosphingobium sp. PP1Y	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium sp. PP1Y	0	0	0	111
205844	Novosphingobium pentaromativorans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium pentaromativorans	0	0	0	96
72173	Citromicrobium	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium	0	0	0	0
1634516	Citromicrobium sp. JL477	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Citromicrobium;Citromicrobium sp. JL477	0	0	0	129
692370	Tsuneonella dongtanensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Tsuneonella;Tsuneonella dongtanensis	0	0	0	87
361183	Altererythrobacter epoxidivorans	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter epoxidivorans	0	0	0	83
645517	Paraurantiacibacter namhicola	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Paraurantiacibacter;Paraurantiacibacter namhicola	0	0	0	51
476157	Altererythrobacter ishigakiensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter ishigakiensis	0	0	0	19
1112	Erythrobacter neustonensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter neustonensis	0	0	0	97
1041	Erythrobacter	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter	0	0	0	0
39960	Erythrobacter litoralis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter litoralis	0	0	0	180
1648404	Aurantiacibacter atlanticus	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Aurantiacibacter;Aurantiacibacter atlanticus	0	0	0	37
588932	Brevundimonas naejangsanensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas naejangsanensis	0	0	0	297
88688	Caulobacter segnis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter segnis	0	0	0	176
366602	Caulobacter sp. K31	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter sp. K31	0	0	0	133
69395	Caulobacter henricii	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter henricii	0	0	0	63
81440	unclassified Caulobacteraceae	no rank	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	0	0	0	0
1759059	Candidatus Viadribacter manganicus	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomonadales;Hyphomonadaceae;Candidatus Viadribacter;Candidatus Viadribacter manganicus	0	0	0	19
191	Azospirillum	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum	0	0	0	26
193	Azospirillum lipoferum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum lipoferum	0	0	0	120
192	Azospirillum brasilense	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum brasilense	0	0	0	80
528244	Azospirillum thiophilum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum thiophilum	0	0	0	72
1226968	Azospirillum humicireducens	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum humicireducens	0	0	0	13
84159	Paramagnetospirillum magneticum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;Paramagnetospirillum;Paramagnetospirillum magneticum	0	0	0	46
55518	Magnetospirillum gryphiswaldense	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;Magnetospirillum gryphiswaldense	0	0	0	23
34018	Rhodospirillum centenum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;Rhodospirillum centenum	0	0	0	57
171436	Tistrella	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Tistrella	0	0	0	0
171437	Tistrella mobilis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Tistrella;Tistrella mobilis	0	0	0	49
1612157	Pararhodospirillum	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pararhodospirillum	0	0	0	0
1084	Pararhodospirillum photometricum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Pararhodospirillum;Pararhodospirillum photometricum	0	0	0	12
168934	Thalassospira	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira	0	0	0	0
220697	Thalassospira xiamenensis	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae;Thalassospira;Thalassospira xiamenensis	0	0	0	3
524	Acidiphilium cryptum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;Acidiphilium cryptum	0	0	0	10
62140	Acidiphilium multivorum	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;Acidiphilium multivorum	0	0	0	7
89583	Gluconacetobacter	genus	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter	0	0	0	0
33996	Gluconacetobacter diazotrophicus	species	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;Gluconacetobacter diazotrophicus	0	0	0	33
